Date,Product_ID,Store_ID,Units_Sold,Revenue,Promotion,Holiday
2023-01-07,P001,S003,135,27000,0,0
2023-01-07,P002,S001,164,41000,0,0
2023-01-07,P002,S002,217,54250,0,0
2023-01-07,P002,S003,211,52750,1,0
2023-01-07,P003,S001,110,16500,0,0
2023-01-07,P003,S002,138,20700,0,0
2023-01-07,P003,S003,114,17100,0,0
2023-01-07,P004,S001,209,62700,0,0
2023-01-07,P004,S002,358,107400,1,0
2023-01-07,P004,S003,193,57900,0,0
2023-01-07,P005,S001,142,25560,0,0
2023-01-07,P005,S002,191,34380,0,0
2023-01-07,P005,S003,137,24660,0,0
2023-01-08,P001,S001,181,36200,1,0
2023-01-08,P001,S002,189,37800,1,0
2023-01-08,P001,S003,136,27200,0,0
2023-01-08,P002,S001,197,49250,1,0
2023-01-08,P002,S002,196,49000,0,0
2023-01-08,P002,S003,201,50250,1,0
2023-01-08,P003,S001,135,20250,0,0
2023-01-08,P003,S002,148,22200,0,0
2023-01-08,P003,S003,107,16050,0,0
2023-01-08,P004,S001,197,59100,0,0
2023-01-08,P004,S002,272,81600,0,0
2023-01-08,P004,S003,236,70800,1,0
2023-01-08,P005,S001,188,33840,1,0
2023-01-08,P005,S002,197,35460,0,0
2023-01-08,P005,S003,139,25020,0,0
2023-01-09,P001,S001,132,26400,0,0
2023-01-09,P001,S002,151,30200,0,0
2023-01-09,P001,S003,118,23600,0,0
2023-01-09,P002,S001,150,37500,0,0
2023-01-09,P002,S002,159,39750,0,0
2023-01-09,P002,S003,149,37250,0,0
2023-01-09,P003,S001,100,15000,0,0
2023-01-09,P003,S002,120,18000,0,0
2023-01-09,P003,S003,121,18150,1,0
2023-01-09,P004,S001,174,52200,0,0
2023-01-09,P004,S002,265,79500,0,0
2023-01-09,P004,S003,200,60000,0,0
2023-01-09,P005,S001,140,25200,0,0
2023-01-09,P005,S002,167,30060,0,0
2023-01-09,P005,S003,146,26280,1,0
2023-01-10,P001,S001,112,22400,0,0
2023-01-10,P001,S002,139,27800,0,0
2023-01-10,P001,S003,132,26400,0,0
2023-01-10,P002,S001,166,41500,0,0
2023-01-10,P002,S002,162,40500,0,0
2023-01-10,P002,S003,150,37500,0,0
2023-01-10,P003,S001,122,18300,0,0
2023-01-10,P003,S002,117,17550,0,0
2023-01-10,P003,S003,104,15600,1,0
2023-01-10,P004,S001,190,57000,0,0
2023-01-10,P004,S002,256,76800,0,0
2023-01-10,P004,S003,156,46800,0,0
2023-01-10,P005,S001,139,25020,0,0
2023-01-10,P005,S002,181,32580,0,0
2023-01-10,P005,S003,139,25020,0,0
2023-01-11,P001,S001,130,26000,0,0
2023-01-11,P001,S002,212,42400,1,0
2023-01-11,P001,S003,114,22800,0,0
2023-01-11,P002,S001,162,40500,0,0
2023-01-11,P002,S002,189,47250,1,0
2023-01-11,P002,S003,160,40000,0,0
2023-01-11,P003,S001,114,17100,0,0
2023-01-11,P003,S002,125,18750,0,0
2023-01-11,P003,S003,112,16800,1,0
2023-01-11,P004,S001,197,59100,0,0
2023-01-11,P004,S002,254,76200,1,0
2023-01-11,P004,S003,169,50700,0,0
2023-01-11,P005,S001,144,25920,0,0
2023-01-11,P005,S002,202,36360,1,0
2023-01-11,P005,S003,132,23760,0,0
2023-01-12,P001,S001,146,29200,1,0
2023-01-12,P001,S002,153,30600,1,0
2023-01-12,P001,S003,126,25200,1,0
2023-01-12,P002,S001,182,45500,0,0
2023-01-12,P002,S002,215,53750,1,0
2023-01-12,P002,S003,146,36500,0,0
2023-01-12,P003,S001,139,20850,1,0
2023-01-12,P003,S002,121,18150,0,0
2023-01-12,P003,S003,104,15600,0,0
2023-01-12,P004,S001,228,68400,1,0
2023-01-12,P004,S002,254,76200,1,0
2023-01-12,P004,S003,241,72300,1,0
2023-01-12,P005,S001,152,27360,0,0
2023-01-12,P005,S002,176,31680,0,0
2023-01-12,P005,S003,137,24660,1,0
2023-01-13,P001,S001,146,29200,1,0
2023-01-13,P001,S002,149,29800,0,0
2023-01-13,P001,S003,113,22600,0,0
2023-01-13,P002,S001,172,43000,0,0
2023-01-13,P002,S002,195,48750,0,0
2023-01-13,P002,S003,161,40250,0,0
2023-01-13,P003,S001,104,15600,0,0
2023-01-13,P003,S002,151,22650,1,0
2023-01-13,P003,S003,106,15900,0,0
2023-01-13,P004,S001,224,67200,1,0
2023-01-13,P004,S002,253,75900,1,0
2023-01-13,P004,S003,193,57900,0,0
2023-01-13,P005,S001,141,25380,1,0
2023-01-13,P005,S002,217,39060,1,0
2023-01-13,P005,S003,123,22140,0,0
2023-01-14,P001,S001,142,28400,0,0
2023-01-14,P001,S002,180,36000,0,0
2023-01-14,P001,S003,136,27200,0,0
2023-01-14,P002,S001,189,47250,1,0
2023-01-14,P002,S002,229,57250,1,0
2023-01-14,P002,S003,161,40250,0,0
2023-01-14,P003,S001,153,22950,1,0
2023-01-14,P003,S002,141,21150,0,0
2023-01-14,P003,S003,107,16050,0,0
2023-01-14,P004,S001,206,61800,0,0
2023-01-14,P004,S002,282,84600,0,0
2023-01-14,P004,S003,190,57000,0,0
2023-01-14,P005,S001,166,29880,0,0
2023-01-14,P005,S002,175,31500,0,0
2023-01-14,P005,S003,124,22320,0,0
2023-01-15,P001,S001,120,24000,0,0
2023-01-15,P001,S002,202,40400,1,0
2023-01-15,P001,S003,136,27200,0,0
2023-01-15,P002,S001,199,49750,0,0
2023-01-15,P002,S002,244,61000,1,0
2023-01-15,P002,S003,188,47000,1,0
2023-01-15,P003,S001,146,21900,1,0
2023-01-15,P003,S002,124,18600,0,0
2023-01-15,P003,S003,131,19650,1,0
2023-01-15,P004,S001,218,65400,0,0
2023-01-15,P004,S002,243,72900,0,0
2023-01-15,P004,S003,229,68700,1,0
2023-01-15,P005,S001,207,37260,1,0
2023-01-15,P005,S002,218,39240,1,0
2023-01-15,P005,S003,162,29160,1,0
2023-01-16,P001,S001,113,22600,0,0
2023-01-16,P001,S002,159,31800,1,0
2023-01-16,P001,S003,121,24200,0,0
2023-01-16,P002,S001,151,37750,0,0
2023-01-16,P002,S002,181,45250,0,0
2023-01-16,P002,S003,147,36750,0,0
2023-01-16,P003,S001,145,21750,1,0
2023-01-16,P003,S002,134,20100,0,0
2023-01-16,P003,S003,98,14700,0,0
2023-01-16,P004,S001,217,65100,0,0
2023-01-16,P004,S002,239,71700,0,0
2023-01-16,P004,S003,150,45000,0,0
2023-01-16,P005,S001,156,28080,0,0
2023-01-16,P005,S002,196,35280,1,0
2023-01-16,P005,S003,125,22500,1,0
2023-01-17,P001,S001,139,27800,0,0
2023-01-17,P001,S002,183,36600,1,0
2023-01-17,P001,S003,116,23200,0,0
2023-01-17,P002,S001,172,43000,0,0
2023-01-17,P002,S002,186,46500,0,0
2023-01-17,P002,S003,150,37500,0,0
2023-01-17,P003,S001,107,16050,0,0
2023-01-17,P003,S002,123,18450,0,0
2023-01-17,P003,S003,88,13200,0,0
2023-01-17,P004,S001,202,60600,0,0
2023-01-17,P004,S002,312,93600,1,0
2023-01-17,P004,S003,170,51000,0,0
2023-01-17,P005,S001,131,23580,0,0
2023-01-17,P005,S002,154,27720,0,0
2023-01-17,P005,S003,112,20160,0,0
2023-01-18,P001,S001,127,25400,0,0
2023-01-18,P001,S002,148,29600,0,0
2023-01-18,P001,S003,140,28000,1,0
2023-01-18,P002,S001,173,43250,0,0
2023-01-18,P002,S002,177,44250,0,0
2023-01-18,P002,S003,139,34750,0,0
2023-01-18,P003,S001,97,14550,0,0
2023-01-18,P003,S002,118,17700,0,0
2023-01-18,P003,S003,80,12000,0,0
2023-01-18,P004,S001,207,62100,0,0
2023-01-18,P004,S002,247,74100,1,0
2023-01-18,P004,S003,161,48300,0,0
2023-01-18,P005,S001,141,25380,0,0
2023-01-18,P005,S002,151,27180,0,0
2023-01-18,P005,S003,117,21060,0,0
2023-01-19,P001,S001,118,23600,0,0
2023-01-19,P001,S002,141,28200,0,0
2023-01-19,P001,S003,118,23600,0,0
2023-01-19,P002,S001,173,43250,0,0
2023-01-19,P002,S002,208,52000,1,0
2023-01-19,P002,S003,145,36250,0,0
2023-01-19,P003,S001,104,15600,0,0
2023-01-19,P003,S002,140,21000,0,0
2023-01-19,P003,S003,108,16200,0,0
2023-01-19,P004,S001,174,52200,0,0
2023-01-19,P004,S002,224,67200,0,0
2023-01-19,P004,S003,176,52800,0,0
2023-01-19,P005,S001,135,24300,0,0
2023-01-19,P005,S002,153,27540,0,0
2023-01-19,P005,S003,118,21240,0,0
2023-01-20,P001,S001,148,29600,1,0
2023-01-20,P001,S002,119,23800,0,0
2023-01-20,P001,S003,147,29400,1,0
2023-01-20,P002,S001,167,41750,0,0
2023-01-20,P002,S002,222,55500,1,0
2023-01-20,P002,S003,165,41250,1,0
2023-01-20,P003,S001,103,15450,0,0
2023-01-20,P003,S002,173,25950,1,0
2023-01-20,P003,S003,110,16500,0,0
2023-01-20,P004,S001,222,66600,1,0
2023-01-20,P004,S002,205,61500,0,0
2023-01-20,P004,S003,168,50400,0,0
2023-01-20,P005,S001,137,24660,0,0
2023-01-20,P005,S002,146,26280,0,0
2023-01-20,P005,S003,129,23220,0,0
2023-01-21,P001,S001,141,28200,0,0
2023-01-21,P001,S002,158,31600,0,0
2023-01-21,P001,S003,122,24400,0,0
2023-01-21,P002,S001,189,47250,0,0
2023-01-21,P002,S002,231,57750,1,0
2023-01-21,P002,S003,191,47750,0,0
2023-01-21,P003,S001,120,18000,0,0
2023-01-21,P003,S002,137,20550,0,0
2023-01-21,P003,S003,111,16650,0,0
2023-01-21,P004,S001,289,86700,1,0
2023-01-21,P004,S002,234,70200,0,0
2023-01-21,P004,S003,201,60300,0,0
2023-01-21,P005,S001,161,28980,0,0
2023-01-21,P005,S002,192,34560,0,0
2023-01-21,P005,S003,136,24480,0,0
2023-01-22,P001,S001,184,36800,1,0
2023-01-22,P001,S002,155,31000,0,0
2023-01-22,P001,S003,105,21000,0,0
2023-01-22,P002,S001,155,38750,0,0
2023-01-22,P002,S002,246,61500,1,0
2023-01-22,P002,S003,172,43000,0,0
2023-01-22,P003,S001,120,18000,0,0
2023-01-22,P003,S002,138,20700,0,0
2023-01-22,P003,S003,112,16800,0,0
2023-01-22,P004,S001,222,66600,0,0
2023-01-22,P004,S002,270,81000,0,0
2023-01-22,P004,S003,222,66600,1,0
2023-01-22,P005,S001,159,28620,0,0
2023-01-22,P005,S002,199,35820,0,0
2023-01-22,P005,S003,172,30960,1,0
2023-01-23,P001,S001,143,28600,0,0
2023-01-23,P001,S002,144,28800,0,0
2023-01-23,P001,S003,125,25000,0,0
2023-01-23,P002,S001,174,43500,0,0
2023-01-23,P002,S002,162,40500,0,0
2023-01-23,P002,S003,149,37250,0,0
2023-01-23,P003,S001,109,16350,0,0
2023-01-23,P003,S002,132,19800,0,0
2023-01-23,P003,S003,98,14700,0,0
2023-01-23,P004,S001,235,70500,0,0
2023-01-23,P004,S002,255,76500,0,0
2023-01-23,P004,S003,220,66000,1,0
2023-01-23,P005,S001,143,25740,0,0
2023-01-23,P005,S002,147,26460,0,0
2023-01-23,P005,S003,128,23040,0,0
2023-01-24,P001,S001,157,31400,1,0
2023-01-24,P001,S002,179,35800,0,0
2023-01-24,P001,S003,121,24200,0,0
2023-01-24,P002,S001,176,44000,0,0
2023-01-24,P002,S002,177,44250,0,0
2023-01-24,P002,S003,156,39000,0,0
2023-01-24,P003,S001,105,15750,1,0
2023-01-24,P003,S002,137,20550,0,0
2023-01-24,P003,S003,91,13650,0,0
2023-01-24,P004,S001,177,53100,0,0
2023-01-24,P004,S002,221,66300,0,0
2023-01-24,P004,S003,186,55800,0,0
2023-01-24,P005,S001,138,24840,0,0
2023-01-24,P005,S002,148,26640,0,0
2023-01-24,P005,S003,158,28440,1,0
2023-01-25,P001,S001,121,24200,0,0
2023-01-25,P001,S002,176,35200,1,0
2023-01-25,P001,S003,110,22000,0,0
2023-01-25,P002,S001,164,41000,0,0
2023-01-25,P002,S002,184,46000,0,0
2023-01-25,P002,S003,147,36750,0,0
2023-01-25,P003,S001,130,19500,0,0
2023-01-25,P003,S002,113,16950,0,0
2023-01-25,P003,S003,129,19350,1,0
2023-01-25,P004,S001,153,45900,0,0
2023-01-25,P004,S002,202,60600,0,0
2023-01-25,P004,S003,178,53400,0,0
2023-01-25,P005,S001,166,29880,1,0
2023-01-25,P005,S002,168,30240,0,0
2023-01-25,P005,S003,123,22140,0,0
2023-01-26,P001,S001,161,32200,0,1
2023-01-26,P001,S002,185,37000,0,1
2023-01-26,P001,S003,146,29200,0,1
2023-01-26,P002,S001,204,51000,0,1
2023-01-26,P002,S002,230,57500,0,1
2023-01-26,P002,S003,177,44250,0,1
2023-01-26,P003,S001,132,19800,0,1
2023-01-26,P003,S002,158,23700,0,1
2023-01-26,P003,S003,124,18600,0,1
2023-01-26,P004,S001,230,69000,0,1
2023-01-26,P004,S002,310,93000,1,1
2023-01-26,P004,S003,189,56700,0,1
2023-01-26,P005,S001,240,43200,1,1
2023-01-26,P005,S002,218,39240,1,1
2023-01-26,P005,S003,148,26640,0,1
2023-01-27,P001,S001,137,27400,0,0
2023-01-27,P001,S002,132,26400,0,0
2023-01-27,P001,S003,100,20000,0,0
2023-01-27,P002,S001,186,46500,1,0
2023-01-27,P002,S002,241,60250,1,0
2023-01-27,P002,S003,174,43500,1,0
2023-01-27,P003,S001,127,19050,0,0
2023-01-27,P003,S002,131,19650,0,0
2023-01-27,P003,S003,87,13050,0,0
2023-01-27,P004,S001,196,58800,0,0
2023-01-27,P004,S002,194,58200,0,0
2023-01-27,P004,S003,183,54900,0,0
2023-01-27,P005,S001,135,24300,0,0
2023-01-27,P005,S002,168,30240,0,0
2023-01-27,P005,S003,143,25740,0,0
2023-01-28,P001,S001,160,32000,0,0
2023-01-28,P001,S002,162,32400,0,0
2023-01-28,P001,S003,137,27400,0,0
2023-01-28,P002,S001,173,43250,0,0
2023-01-28,P002,S002,208,52000,0,0
2023-01-28,P002,S003,141,35250,0,0
2023-01-28,P003,S001,111,16650,0,0
2023-01-28,P003,S002,143,21450,0,0
2023-01-28,P003,S003,92,13800,0,0
2023-01-28,P004,S001,215,64500,0,0
2023-01-28,P004,S002,249,74700,0,0
2023-01-28,P004,S003,202,60600,0,0
2023-01-28,P005,S001,136,24480,0,0
2023-01-28,P005,S002,154,27720,0,0
2023-01-28,P005,S003,180,32400,1,0
2023-01-29,P001,S001,145,29000,0,0
2023-01-29,P001,S002,159,31800,0,0
2023-01-29,P001,S003,112,22400,0,0
2023-01-29,P002,S001,207,51750,1,0
2023-01-29,P002,S002,224,56000,1,0
2023-01-29,P002,S003,172,43000,0,0
2023-01-29,P003,S001,106,15900,0,0
2023-01-29,P003,S002,134,20100,0,0
2023-01-29,P003,S003,137,20550,1,0
2023-01-29,P004,S001,224,67200,0,0
2023-01-29,P004,S002,237,71100,0,0
2023-01-29,P004,S003,202,60600,0,0
2023-01-29,P005,S001,164,29520,0,0
2023-01-29,P005,S002,179,32220,0,0
2023-01-29,P005,S003,144,25920,0,0
2023-01-30,P001,S001,153,30600,1,0
2023-01-30,P001,S002,195,39000,1,0
2023-01-30,P001,S003,139,27800,1,0
2023-01-30,P002,S001,144,36000,0,0
2023-01-30,P002,S002,194,48500,0,0
2023-01-30,P002,S003,134,33500,0,0
2023-01-30,P003,S001,119,17850,0,0
2023-01-30,P003,S002,128,19200,0,0
2023-01-30,P003,S003,99,14850,1,0
2023-01-30,P004,S001,208,62400,0,0
2023-01-30,P004,S002,229,68700,0,0
2023-01-30,P004,S003,185,55500,0,0
2023-01-30,P005,S001,169,30420,1,0
2023-01-30,P005,S002,213,38340,1,0
2023-01-30,P005,S003,119,21420,0,0
2023-01-31,P001,S001,139,27800,0,0
2023-01-31,P001,S002,183,36600,1,0
2023-01-31,P001,S003,121,24200,1,0
2023-01-31,P002,S001,139,34750,0,0
2023-01-31,P002,S002,182,45500,0,0
2023-01-31,P002,S003,136,34000,0,0
2023-01-31,P003,S001,91,13650,0,0
2023-01-31,P003,S002,112,16800,0,0
2023-01-31,P003,S003,96,14400,0,0
2023-01-31,P004,S001,218,65400,1,0
2023-01-31,P004,S002,318,95400,1,0
2023-01-31,P004,S003,166,49800,0,0
2023-01-31,P005,S001,184,33120,1,0
2023-01-31,P005,S002,182,32760,0,0
2023-01-31,P005,S003,121,21780,0,0
2023-02-01,P001,S001,130,26000,0,0
2023-02-01,P001,S002,181,36200,1,0
2023-02-01,P001,S003,145,29000,1,0
2023-02-01,P002,S001,198,49500,1,0
2023-02-01,P002,S002,213,53250,1,0
2023-02-01,P002,S003,157,39250,0,0
2023-02-01,P003,S001,110,16500,0,0
2023-02-01,P003,S002,155,23250,0,0
2023-02-01,P003,S003,110,16500,0,0
2023-02-01,P004,S001,198,59400,0,0
2023-02-01,P004,S002,246,73800,0,0
2023-02-01,P004,S003,230,69000,1,0
2023-02-01,P005,S001,160,28800,0,0
2023-02-01,P005,S002,146,26280,0,0
2023-02-01,P005,S003,119,21420,0,0
2023-02-02,P001,S001,127,25400,0,0
2023-02-02,P001,S002,157,31400,0,0
2023-02-02,P001,S003,88,17600,0,0
2023-02-02,P002,S001,158,39500,0,0
2023-02-02,P002,S002,260,65000,1,0
2023-02-02,P002,S003,139,34750,0,0
2023-02-02,P003,S001,116,17400,0,0
2023-02-02,P003,S002,134,20100,0,0
2023-02-02,P003,S003,127,19050,1,0
2023-02-02,P004,S001,259,77700,1,0
2023-02-02,P004,S002,254,76200,0,0
2023-02-02,P004,S003,248,74400,1,0
2023-02-02,P005,S001,143,25740,0,0
2023-02-02,P005,S002,158,28440,0,0
2023-02-02,P005,S003,137,24660,0,0
2023-02-03,P001,S001,141,28200,0,0
2023-02-03,P001,S002,167,33400,0,0
2023-02-03,P001,S003,130,26000,1,0
2023-02-03,P002,S001,181,45250,0,0
2023-02-03,P002,S002,175,43750,0,0
2023-02-03,P002,S003,188,47000,1,0
2023-02-03,P003,S001,110,16500,0,0
2023-02-03,P003,S002,172,25800,1,0
2023-02-03,P003,S003,108,16200,1,0
2023-02-03,P004,S001,207,62100,0,0
2023-02-03,P004,S002,243,72900,0,0
2023-02-03,P004,S003,179,53700,0,0
2023-02-03,P005,S001,150,27000,0,0
2023-02-03,P005,S002,163,29340,0,0
2023-02-03,P005,S003,161,28980,1,0
2023-02-04,P001,S001,185,37000,1,0
2023-02-04,P001,S002,165,33000,0,0
2023-02-04,P001,S003,134,26800,0,0
2023-02-04,P002,S001,188,47000,1,0
2023-02-04,P002,S002,186,46500,0,0
2023-02-04,P002,S003,196,49000,1,0
2023-02-04,P003,S001,113,16950,0,0
2023-02-04,P003,S002,170,25500,1,0
2023-02-04,P003,S003,123,18450,0,0
2023-02-04,P004,S001,248,74400,0,0
2023-02-04,P004,S002,305,91500,1,0
2023-02-04,P004,S003,221,66300,1,0
2023-02-04,P005,S001,146,26280,0,0
2023-02-04,P005,S002,212,38160,0,0
2023-02-04,P005,S003,188,33840,1,0
2023-02-05,P001,S001,147,29400,0,0
2023-02-05,P001,S002,173,34600,0,0
2023-02-05,P001,S003,132,26400,0,0
2023-02-05,P002,S001,234,58500,1,0
2023-02-05,P002,S002,215,53750,0,0
2023-02-05,P002,S003,214,53500,1,0
2023-02-05,P003,S001,159,23850,1,0
2023-02-05,P003,S002,159,23850,1,0
2023-02-05,P003,S003,115,17250,0,0
2023-02-05,P004,S001,297,89100,1,0
2023-02-05,P004,S002,269,80700,0,0
2023-02-05,P004,S003,208,62400,0,0
2023-02-05,P005,S001,153,27540,0,0
2023-02-05,P005,S002,176,31680,0,0
2023-02-05,P005,S003,146,26280,0,0
2023-02-06,P001,S001,129,25800,0,0
2023-02-06,P001,S002,169,33800,0,0
2023-02-06,P001,S003,121,24200,0,0
2023-02-06,P002,S001,161,40250,0,0
2023-02-06,P002,S002,212,53000,0,0
2023-02-06,P002,S003,168,42000,1,0
2023-02-06,P003,S001,136,20400,1,0
2023-02-06,P003,S002,125,18750,0,0
2023-02-06,P003,S003,122,18300,0,0
2023-02-06,P004,S001,204,61200,0,0
2023-02-06,P004,S002,219,65700,0,0
2023-02-06,P004,S003,185,55500,0,0
2023-02-06,P005,S001,146,26280,0,0
2023-02-06,P005,S002,160,28800,0,0
2023-02-06,P005,S003,143,25740,0,0
2023-02-07,P001,S001,143,28600,0,0
2023-02-07,P001,S002,160,32000,0,0
2023-02-07,P001,S003,115,23000,0,0
2023-02-07,P002,S001,195,48750,0,0
2023-02-07,P002,S002,242,60500,1,0
2023-02-07,P002,S003,146,36500,0,0
2023-02-07,P003,S001,148,22200,1,0
2023-02-07,P003,S002,132,19800,0,0
2023-02-07,P003,S003,132,19800,1,0
2023-02-07,P004,S001,211,63300,0,0
2023-02-07,P004,S002,276,82800,0,0
2023-02-07,P004,S003,169,50700,0,0
2023-02-07,P005,S001,170,30600,1,0
2023-02-07,P005,S002,210,37800,0,0
2023-02-07,P005,S003,132,23760,0,0
2023-02-08,P001,S001,124,24800,0,0
2023-02-08,P001,S002,164,32800,0,0
2023-02-08,P001,S003,133,26600,0,0
2023-02-08,P002,S001,169,42250,0,0
2023-02-08,P002,S002,167,41750,0,0
2023-02-08,P002,S003,142,35500,0,0
2023-02-08,P003,S001,119,17850,1,0
2023-02-08,P003,S002,152,22800,0,0
2023-02-08,P003,S003,89,13350,0,0
2023-02-08,P004,S001,195,58500,0,0
2023-02-08,P004,S002,294,88200,1,0
2023-02-08,P004,S003,166,49800,0,0
2023-02-08,P005,S001,152,27360,0,0
2023-02-08,P005,S002,193,34740,1,0
2023-02-08,P005,S003,136,24480,0,0
2023-02-09,P001,S001,133,26600,0,0
2023-02-09,P001,S002,155,31000,0,0
2023-02-09,P001,S003,133,26600,0,0
2023-02-09,P002,S001,155,38750,0,0
2023-02-09,P002,S002,201,50250,0,0
2023-02-09,P002,S003,196,49000,1,0
2023-02-09,P003,S001,102,15300,0,0
2023-02-09,P003,S002,137,20550,1,0
2023-02-09,P003,S003,100,15000,0,0
2023-02-09,P004,S001,170,51000,0,0
2023-02-09,P004,S002,288,86400,1,0
2023-02-09,P004,S003,194,58200,0,0
2023-02-09,P005,S001,131,23580,0,0
2023-02-09,P005,S002,181,32580,0,0
2023-02-09,P005,S003,146,26280,0,0
2023-02-10,P001,S001,168,33600,1,0
2023-02-10,P001,S002,208,41600,1,0
2023-02-10,P001,S003,120,24000,0,0
2023-02-10,P002,S001,163,40750,0,0
2023-02-10,P002,S002,194,48500,0,0
2023-02-10,P002,S003,169,42250,1,0
2023-02-10,P003,S001,108,16200,0,0
2023-02-10,P003,S002,131,19650,0,0
2023-02-10,P003,S003,124,18600,1,0
2023-02-10,P004,S001,254,76200,1,0
2023-02-10,P004,S002,196,58800,0,0
2023-02-10,P004,S003,227,68100,0,0
2023-02-10,P005,S001,137,24660,0,0
2023-02-10,P005,S002,179,32220,0,0
2023-02-10,P005,S003,163,29340,1,0
2023-02-11,P001,S001,142,28400,0,0
2023-02-11,P001,S002,216,43200,1,0
2023-02-11,P001,S003,150,30000,1,0
2023-02-11,P002,S001,225,56250,1,0
2023-02-11,P002,S002,250,62500,0,0
2023-02-11,P002,S003,195,48750,1,0
2023-02-11,P003,S001,151,22650,1,0
2023-02-11,P003,S002,131,19650,0,0
2023-02-11,P003,S003,119,17850,0,0
2023-02-11,P004,S001,211,63300,0,0
2023-02-11,P004,S002,265,79500,0,0
2023-02-11,P004,S003,263,78900,1,0
2023-02-11,P005,S001,191,34380,1,0
2023-02-11,P005,S002,195,35100,0,0
2023-02-11,P005,S003,150,27000,0,0
2023-02-12,P001,S001,163,32600,0,0
2023-02-12,P001,S002,217,43400,1,0
2023-02-12,P001,S003,179,35800,1,0
