Date,Product_ID,Store_ID,Units_Sold,Revenue,Promotion,Holiday,Year,Month,Day,Day_of_Week,Quarter,Lag_1,Lag_7,Lag_14,Lag_30,Rolling_Mean_7,Rolling_Mean_30
2023-02-01,P004,S002,246,73800,0,0,2023,2,1,2,1,318.0,202.0,247.0,194.0,248.42857142857144,250.4333333333333
2023-02-01,P004,S003,230,69000,1,0,2023,2,1,2,1,166.0,178.0,161.0,186.0,186.42857142857144,189.4333333333333
2023-02-01,P005,S001,160,28800,0,0,2023,2,1,2,1,184.0,166.0,141.0,130.0,170.57142857142858,153.1
2023-02-01,P005,S002,146,26280,0,0,2023,2,1,2,1,182.0,168.0,151.0,168.0,183.14285714285717,177.33333333333334
2023-02-01,P005,S003,119,21420,0,0,2023,2,1,2,1,121.0,123.0,117.0,135.0,139.71428571428572,137.9
2023-02-02,P001,S001,127,25400,0,0,2023,2,2,3,1,130.0,161.0,118.0,152.0,146.42857142857142,141.66666666666666
2023-02-02,P001,S002,157,31400,0,0,2023,2,2,3,1,181.0,185.0,141.0,141.0,171.0,161.76666666666668
2023-02-02,P001,S003,88,17600,0,0,2023,2,2,3,1,145.0,146.0,118.0,123.0,128.57142857142858,124.26666666666668
2023-02-02,P002,S001,158,39500,0,0,2023,2,2,3,1,198.0,204.0,173.0,175.0,178.71428571428572,174.23333333333332
2023-02-02,P002,S002,260,65000,1,0,2023,2,2,3,1,213.0,230.0,208.0,203.0,213.14285714285717,203.13333333333333
2023-02-02,P002,S003,139,34750,0,0,2023,2,2,3,1,157.0,177.0,145.0,135.0,155.85714285714286,159.66666666666666
2023-02-02,P003,S001,116,17400,0,0,2023,2,2,3,1,110.0,132.0,104.0,118.0,113.71428571428572,117.66666666666669
2023-02-02,P003,S002,134,20100,0,0,2023,2,2,3,1,155.0,158.0,140.0,123.0,137.28571428571428,134.13333333333333
2023-02-02,P003,S003,127,19050,1,0,2023,2,2,3,1,110.0,124.0,108.0,130.0,106.42857142857144,106.9
2023-02-02,P004,S001,259,77700,1,0,2023,2,2,3,1,198.0,230.0,174.0,199.0,212.7142857142857,206.3
2023-02-02,P004,S002,254,76200,0,0,2023,2,2,3,1,246.0,310.0,224.0,215.0,254.7142857142857,252.16666666666663
2023-02-02,P004,S003,248,74400,1,0,2023,2,2,3,1,230.0,189.0,176.0,173.0,193.8571428571429,190.9
2023-02-02,P005,S001,143,25740,0,0,2023,2,2,3,1,160.0,240.0,135.0,124.0,169.71428571428572,154.1
2023-02-02,P005,S002,158,28440,0,0,2023,2,2,3,1,146.0,218.0,153.0,174.0,180.0,176.6
2023-02-02,P005,S003,137,24660,0,0,2023,2,2,3,1,119.0,148.0,118.0,145.0,139.14285714285714,137.36666666666667
2023-02-03,P001,S001,141,28200,0,0,2023,2,3,4,1,127.0,137.0,148.0,136.0,141.57142857142858,140.83333333333334
2023-02-03,P001,S002,167,33400,0,0,2023,2,3,4,1,157.0,132.0,119.0,146.0,167.0,162.3
2023-02-03,P001,S003,130,26000,1,0,2023,2,3,4,1,88.0,100.0,147.0,112.0,120.28571428571428,123.1
2023-02-03,P002,S001,181,45250,0,0,2023,2,3,4,1,158.0,186.0,167.0,201.0,172.14285714285714,173.66666666666666
2023-02-03,P002,S002,175,43750,0,0,2023,2,3,4,1,260.0,241.0,222.0,243.0,217.42857142857144,205.03333333333333
2023-02-03,P002,S003,188,47000,1,0,2023,2,3,4,1,139.0,174.0,165.0,193.0,150.42857142857142,159.8
2023-02-03,P003,S001,110,16500,0,0,2023,2,3,4,1,116.0,127.0,103.0,131.0,111.42857142857144,117.6
2023-02-03,P003,S002,172,25800,1,0,2023,2,3,4,1,134.0,131.0,173.0,121.0,133.85714285714286,134.5
2023-02-03,P003,S003,108,16200,1,0,2023,2,3,4,1,127.0,87.0,110.0,94.0,106.85714285714286,106.8
2023-02-03,P004,S001,207,62100,0,0,2023,2,3,4,1,259.0,196.0,222.0,183.0,216.8571428571429,208.3
2023-02-03,P004,S002,243,72900,0,0,2023,2,3,4,1,254.0,194.0,205.0,229.0,246.7142857142857,253.46666666666667
2023-02-03,P004,S003,179,53700,0,0,2023,2,3,4,1,248.0,183.0,168.0,181.0,202.28571428571428,193.4
2023-02-03,P005,S001,150,27000,0,0,2023,2,3,4,1,143.0,135.0,137.0,138.0,155.85714285714286,154.73333333333332
2023-02-03,P005,S002,163,29340,0,0,2023,2,3,4,1,158.0,168.0,146.0,149.0,171.42857142857142,176.06666666666666
2023-02-03,P005,S003,161,28980,1,0,2023,2,3,4,1,137.0,143.0,129.0,168.0,137.57142857142858,137.1
2023-02-04,P001,S001,185,37000,1,0,2023,2,4,5,1,141.0,160.0,141.0,155.0,142.14285714285714,141.0
2023-02-04,P001,S002,165,33000,0,0,2023,2,4,5,1,167.0,162.0,158.0,129.0,172.0,163.0
2023-02-04,P001,S003,134,26800,0,0,2023,2,4,5,1,130.0,137.0,122.0,117.0,124.57142857142856,123.7
2023-02-04,P002,S001,188,47000,1,0,2023,2,4,5,1,181.0,173.0,189.0,156.0,171.42857142857142,173.0
2023-02-04,P002,S002,186,46500,0,0,2023,2,4,5,1,175.0,208.0,231.0,193.0,208.0,202.76666666666668
2023-02-04,P002,S003,196,49000,1,0,2023,2,4,5,1,188.0,141.0,191.0,142.0,152.42857142857142,159.63333333333333
2023-02-04,P003,S001,113,16950,0,0,2023,2,4,5,1,110.0,111.0,120.0,110.0,109.0,116.9
2023-02-04,P003,S002,170,25500,1,0,2023,2,4,5,1,172.0,143.0,137.0,124.0,139.71428571428572,136.2
2023-02-04,P003,S003,123,18450,0,0,2023,2,4,5,1,108.0,92.0,111.0,91.0,109.85714285714286,107.26666666666668
2023-02-04,P004,S001,248,74400,0,0,2023,2,4,5,1,207.0,215.0,289.0,206.0,218.42857142857144,209.1
2023-02-04,P004,S002,305,91500,1,0,2023,2,4,5,1,243.0,249.0,234.0,248.0,253.7142857142857,253.9333333333333
2023-02-04,P004,S003,221,66300,1,0,2023,2,4,5,1,179.0,202.0,201.0,194.0,201.7142857142857,193.33333333333331
2023-02-04,P005,S001,146,26280,0,0,2023,2,4,5,1,150.0,136.0,161.0,134.0,158.0,155.13333333333333
2023-02-04,P005,S002,212,38160,0,0,2023,2,4,5,1,163.0,154.0,192.0,173.0,170.71428571428572,176.53333333333333
2023-02-04,P005,S003,188,33840,1,0,2023,2,4,5,1,161.0,180.0,136.0,143.0,140.14285714285714,136.86666666666667
2023-02-05,P001,S001,147,29400,0,0,2023,2,5,6,1,185.0,145.0,184.0,138.0,145.71428571428572,142.0
2023-02-05,P001,S002,173,34600,0,0,2023,2,5,6,1,165.0,159.0,155.0,156.0,172.42857142857142,164.2
2023-02-05,P001,S003,132,26400,0,0,2023,2,5,6,1,134.0,112.0,105.0,105.0,124.14285714285714,124.26666666666668
2023-02-05,P002,S001,234,58500,1,0,2023,2,5,6,1,188.0,207.0,155.0,169.0,173.57142857142858,174.06666666666666
2023-02-05,P002,S002,215,53750,0,0,2023,2,5,6,1,186.0,224.0,246.0,183.0,204.8571428571429,202.53333333333333
2023-02-05,P002,S003,214,53500,1,0,2023,2,5,6,1,196.0,172.0,172.0,141.0,160.28571428571428,161.43333333333334
2023-02-05,P003,S001,159,23850,1,0,2023,2,5,6,1,113.0,106.0,120.0,112.0,109.28571428571428,117.0
2023-02-05,P003,S002,159,23850,1,0,2023,2,5,6,1,170.0,134.0,138.0,165.0,143.57142857142858,137.73333333333332
2023-02-05,P003,S003,115,17250,0,0,2023,2,5,6,1,123.0,137.0,112.0,116.0,114.28571428571428,108.33333333333331
2023-02-05,P004,S001,297,89100,1,0,2023,2,5,6,1,248.0,224.0,222.0,171.0,223.14285714285717,210.5
2023-02-05,P004,S002,269,80700,0,0,2023,2,5,6,1,305.0,237.0,270.0,244.0,261.7142857142857,255.83333333333331
2023-02-05,P004,S003,208,62400,0,0,2023,2,5,6,1,221.0,202.0,222.0,183.0,204.42857142857144,194.2333333333333
2023-02-05,P005,S001,153,27540,0,0,2023,2,5,6,1,146.0,164.0,159.0,153.0,159.42857142857142,155.53333333333333
2023-02-05,P005,S002,176,31680,0,0,2023,2,5,6,1,212.0,179.0,199.0,164.0,179.0,177.83333333333334
2023-02-05,P005,S003,146,26280,0,0,2023,2,5,6,1,188.0,144.0,172.0,134.0,141.28571428571428,138.36666666666667
2023-02-06,P001,S001,129,25800,0,0,2023,2,6,0,1,147.0,153.0,143.0,144.0,146.0,142.3
2023-02-06,P001,S002,169,33800,0,0,2023,2,6,0,1,173.0,195.0,144.0,147.0,174.42857142857142,164.76666666666668
2023-02-06,P001,S003,121,24200,0,0,2023,2,6,0,1,132.0,139.0,125.0,135.0,127.0,125.16666666666669
2023-02-06,P002,S001,161,40250,0,0,2023,2,6,0,1,234.0,144.0,174.0,164.0,177.42857142857142,176.23333333333332
2023-02-06,P002,S002,212,53000,0,0,2023,2,6,0,1,215.0,194.0,162.0,217.0,203.57142857142856,203.6
2023-02-06,P002,S003,168,42000,1,0,2023,2,6,0,1,214.0,134.0,149.0,211.0,166.28571428571428,163.86666666666667
2023-02-06,P003,S001,136,20400,1,0,2023,2,6,0,1,159.0,119.0,109.0,110.0,116.85714285714286,118.56666666666666
2023-02-06,P003,S002,125,18750,0,0,2023,2,6,0,1,159.0,128.0,132.0,138.0,147.14285714285714,137.53333333333333
2023-02-06,P003,S003,122,18300,0,0,2023,2,6,0,1,115.0,99.0,98.0,114.0,111.14285714285714,108.3
2023-02-06,P004,S001,204,61200,0,0,2023,2,6,0,1,297.0,208.0,235.0,209.0,233.57142857142856,214.7
2023-02-06,P004,S002,219,65700,0,0,2023,2,6,0,1,269.0,229.0,255.0,358.0,266.2857142857143,256.6666666666667
2023-02-06,P004,S003,185,55500,0,0,2023,2,6,0,1,208.0,185.0,220.0,193.0,205.28571428571428,195.06666666666663
2023-02-06,P005,S001,146,26280,0,0,2023,2,6,0,1,153.0,169.0,143.0,142.0,157.85714285714286,155.53333333333333
2023-02-06,P005,S002,160,28800,0,0,2023,2,6,0,1,176.0,213.0,147.0,191.0,178.57142857142858,178.23333333333332
2023-02-06,P005,S003,143,25740,0,0,2023,2,6,0,1,146.0,119.0,128.0,137.0,141.57142857142858,138.76666666666668
2023-02-07,P001,S001,143,28600,0,0,2023,2,7,1,1,129.0,139.0,157.0,181.0,142.57142857142858,141.8
2023-02-07,P001,S002,160,32000,0,0,2023,2,7,1,1,169.0,183.0,179.0,189.0,170.71428571428572,165.5
2023-02-07,P001,S003,115,23000,0,0,2023,2,7,1,1,121.0,121.0,121.0,136.0,124.42857142857144,124.7
2023-02-07,P002,S001,195,48750,0,0,2023,2,7,1,1,161.0,139.0,176.0,197.0,179.85714285714286,176.13333333333333
2023-02-07,P002,S002,242,60500,1,0,2023,2,7,1,1,212.0,182.0,177.0,196.0,206.14285714285717,203.4333333333333
2023-02-07,P002,S003,146,36500,0,0,2023,2,7,1,1,168.0,136.0,156.0,201.0,171.14285714285714,162.43333333333334
2023-02-07,P003,S001,148,22200,1,0,2023,2,7,1,1,136.0,91.0,105.0,135.0,119.28571428571428,119.43333333333334
2023-02-07,P003,S002,132,19800,0,0,2023,2,7,1,1,125.0,112.0,137.0,148.0,146.71428571428572,137.1
2023-02-07,P003,S003,132,19800,1,0,2023,2,7,1,1,122.0,96.0,91.0,107.0,114.42857142857144,108.56666666666666
2023-02-07,P004,S001,211,63300,0,0,2023,2,7,1,1,204.0,218.0,177.0,197.0,233.0,214.53333333333333
2023-02-07,P004,S002,276,82800,0,0,2023,2,7,1,1,219.0,318.0,221.0,272.0,264.85714285714283,252.03333333333333
2023-02-07,P004,S003,169,50700,0,0,2023,2,7,1,1,185.0,166.0,186.0,236.0,205.28571428571428,194.8
2023-02-07,P005,S001,170,30600,1,0,2023,2,7,1,1,146.0,184.0,138.0,188.0,154.57142857142858,155.66666666666666
2023-02-07,P005,S002,210,37800,0,0,2023,2,7,1,1,160.0,182.0,148.0,197.0,171.0,177.2
2023-02-07,P005,S003,132,23760,0,0,2023,2,7,1,1,143.0,121.0,158.0,139.0,145.0,138.96666666666667
2023-02-08,P001,S001,124,24800,0,0,2023,2,8,2,1,143.0,130.0,121.0,132.0,143.14285714285714,140.53333333333333
2023-02-08,P001,S002,164,32800,0,0,2023,2,8,2,1,160.0,181.0,176.0,151.0,167.42857142857142,164.53333333333333
2023-02-08,P001,S003,133,26600,0,0,2023,2,8,2,1,115.0,145.0,110.0,118.0,123.57142857142856,124.0
2023-02-08,P002,S001,169,42250,0,0,2023,2,8,2,1,195.0,198.0,164.0,150.0,187.8571428571429,176.06666666666666
2023-02-08,P002,S002,167,41750,0,0,2023,2,8,2,1,242.0,213.0,184.0,159.0,214.7142857142857,204.96666666666667
2023-02-08,P002,S003,142,35500,0,0,2023,2,8,2,1,146.0,157.0,147.0,149.0,172.57142857142858,160.6
2023-02-08,P003,S001,119,17850,1,0,2023,2,8,2,1,148.0,110.0,130.0,100.0,127.42857142857144,119.86666666666666
2023-02-08,P003,S002,152,22800,0,0,2023,2,8,2,1,132.0,155.0,113.0,120.0,149.57142857142858,136.56666666666666
2023-02-08,P003,S003,89,13350,0,0,2023,2,8,2,1,132.0,110.0,129.0,121.0,119.57142857142856,109.4
2023-02-08,P004,S001,195,58500,0,0,2023,2,8,2,1,211.0,198.0,153.0,174.0,232.0,215.0
2023-02-08,P004,S002,294,88200,1,0,2023,2,8,2,1,276.0,246.0,202.0,265.0,258.85714285714283,252.16666666666663
2023-02-08,P004,S003,166,49800,0,0,2023,2,8,2,1,169.0,230.0,178.0,200.0,205.7142857142857,192.56666666666663
2023-02-08,P005,S001,152,27360,0,0,2023,2,8,2,1,170.0,160.0,166.0,140.0,152.57142857142858,155.06666666666666
2023-02-08,P005,S002,193,34740,1,0,2023,2,8,2,1,210.0,146.0,168.0,167.0,175.0,177.63333333333333
2023-02-08,P005,S003,136,24480,0,0,2023,2,8,2,1,132.0,119.0,123.0,146.0,146.57142857142858,138.73333333333332
2023-02-09,P001,S001,133,26600,0,0,2023,2,9,3,1,124.0,127.0,161.0,112.0,142.28571428571428,140.26666666666668
2023-02-09,P001,S002,155,31000,0,0,2023,2,9,3,1,164.0,157.0,185.0,139.0,165.0,164.96666666666667
2023-02-09,P001,S003,133,26600,0,0,2023,2,9,3,1,133.0,88.0,146.0,132.0,121.85714285714286,124.5
2023-02-09,P002,S001,155,38750,0,0,2023,2,9,3,1,169.0,158.0,204.0,166.0,183.7142857142857,176.7
2023-02-09,P002,S002,201,50250,0,0,2023,2,9,3,1,167.0,260.0,230.0,162.0,208.14285714285717,205.2333333333333
2023-02-09,P002,S003,196,49000,1,0,2023,2,9,3,1,142.0,139.0,177.0,150.0,170.42857142857142,160.36666666666667
2023-02-09,P003,S001,102,15300,0,0,2023,2,9,3,1,119.0,116.0,132.0,122.0,128.71428571428572,120.5
2023-02-09,P003,S002,137,20550,1,0,2023,2,9,3,1,152.0,134.0,158.0,117.0,149.14285714285714,137.63333333333333
2023-02-09,P003,S003,100,15000,0,0,2023,2,9,3,1,89.0,127.0,124.0,104.0,116.57142857142856,108.33333333333331
2023-02-09,P004,S001,170,51000,0,0,2023,2,9,3,1,195.0,259.0,230.0,190.0,231.57142857142856,215.7
2023-02-09,P004,S002,288,86400,1,0,2023,2,9,3,1,294.0,254.0,310.0,256.0,265.7142857142857,253.13333333333333
2023-02-09,P004,S003,194,58200,0,0,2023,2,9,3,1,166.0,248.0,189.0,156.0,196.57142857142856,191.4333333333333
2023-02-09,P005,S001,131,23580,0,0,2023,2,9,3,1,152.0,143.0,240.0,139.0,151.42857142857142,155.46666666666667
2023-02-09,P005,S002,181,32580,0,0,2023,2,9,3,1,193.0,158.0,218.0,181.0,181.7142857142857,178.5
2023-02-09,P005,S003,146,26280,0,0,2023,2,9,3,1,136.0,137.0,148.0,139.0,149.0,138.4
2023-02-10,P001,S001,168,33600,1,0,2023,2,10,4,1,133.0,141.0,137.0,130.0,143.14285714285714,140.96666666666667
2023-02-10,P001,S002,208,41600,1,0,2023,2,10,4,1,155.0,167.0,132.0,212.0,164.71428571428572,165.5
2023-02-10,P001,S003,120,24000,0,0,2023,2,10,4,1,133.0,130.0,100.0,114.0,128.28571428571428,124.53333333333332
2023-02-10,P002,S001,163,40750,0,0,2023,2,10,4,1,155.0,181.0,186.0,162.0,183.28571428571428,176.33333333333334
2023-02-10,P002,S002,194,48500,0,0,2023,2,10,4,1,201.0,175.0,241.0,189.0,199.7142857142857,206.53333333333333
2023-02-10,P002,S003,169,42250,1,0,2023,2,10,4,1,196.0,188.0,174.0,160.0,178.57142857142858,161.9
2023-02-10,P003,S001,108,16200,0,0,2023,2,10,4,1,102.0,110.0,127.0,114.0,126.71428571428572,119.83333333333331
2023-02-10,P003,S002,131,19650,0,0,2023,2,10,4,1,137.0,172.0,131.0,125.0,149.57142857142858,138.3
2023-02-10,P003,S003,124,18600,1,0,2023,2,10,4,1,100.0,108.0,87.0,112.0,112.71428571428572,108.2
2023-02-10,P004,S001,254,76200,1,0,2023,2,10,4,1,170.0,207.0,196.0,197.0,218.8571428571429,215.03333333333333
2023-02-10,P004,S002,196,58800,0,0,2023,2,10,4,1,288.0,243.0,194.0,254.0,270.57142857142856,254.2
2023-02-10,P004,S003,227,68100,0,0,2023,2,10,4,1,194.0,179.0,183.0,169.0,188.8571428571429,192.7
2023-02-10,P005,S001,137,24660,0,0,2023,2,10,4,1,131.0,150.0,135.0,144.0,149.71428571428572,155.2
2023-02-10,P005,S002,179,32220,0,0,2023,2,10,4,1,181.0,163.0,168.0,202.0,185.0,178.5
2023-02-10,P005,S003,163,29340,1,0,2023,2,10,4,1,146.0,161.0,143.0,132.0,150.28571428571428,138.63333333333333
2023-02-11,P001,S001,142,28400,0,0,2023,2,11,5,1,168.0,185.0,160.0,146.0,147.0,142.23333333333332
2023-02-11,P001,S002,216,43200,1,0,2023,2,11,5,1,208.0,165.0,162.0,153.0,170.57142857142858,165.36666666666667
2023-02-11,P001,S003,150,30000,1,0,2023,2,11,5,1,120.0,134.0,137.0,126.0,126.85714285714286,124.73333333333332
2023-02-11,P002,S001,225,56250,1,0,2023,2,11,5,1,163.0,188.0,173.0,182.0,180.7142857142857,176.36666666666667
2023-02-11,P002,S002,250,62500,0,0,2023,2,11,5,1,194.0,186.0,208.0,215.0,202.42857142857144,206.7
2023-02-11,P002,S003,195,48750,1,0,2023,2,11,5,1,169.0,196.0,141.0,146.0,175.85714285714286,162.2
2023-02-11,P003,S001,151,22650,1,0,2023,2,11,5,1,108.0,113.0,111.0,139.0,126.42857142857144,119.63333333333334
2023-02-11,P003,S002,131,19650,0,0,2023,2,11,5,1,131.0,170.0,143.0,121.0,143.71428571428572,138.5
2023-02-11,P003,S003,119,17850,0,0,2023,2,11,5,1,124.0,123.0,92.0,104.0,115.0,108.6
2023-02-11,P004,S001,211,63300,0,0,2023,2,11,5,1,254.0,248.0,215.0,228.0,225.57142857142856,216.9333333333333
2023-02-11,P004,S002,265,79500,0,0,2023,2,11,5,1,196.0,305.0,249.0,254.0,263.85714285714283,252.26666666666668
2023-02-11,P004,S003,263,78900,1,0,2023,2,11,5,1,227.0,221.0,202.0,241.0,195.7142857142857,194.63333333333333
2023-02-11,P005,S001,191,34380,1,0,2023,2,11,5,1,137.0,146.0,136.0,152.0,147.85714285714286,154.96666666666667
2023-02-11,P005,S002,195,35100,0,0,2023,2,11,5,1,179.0,212.0,154.0,176.0,187.28571428571428,177.73333333333332
2023-02-11,P005,S003,150,27000,0,0,2023,2,11,5,1,163.0,188.0,180.0,137.0,150.57142857142858,139.66666666666666
2023-02-12,P001,S001,163,32600,0,0,2023,2,12,6,1,142.0,147.0,145.0,146.0,140.85714285714286,142.1
2023-02-12,P001,S002,217,43400,1,0,2023,2,12,6,1,216.0,173.0,159.0,149.0,177.85714285714286,167.46666666666667
2023-02-12,P001,S003,179,35800,1,0,2023,2,12,6,1,150.0,132.0,112.0,113.0,129.14285714285714,125.53333333333332
2023-02-12,P002,S001,184,46000,0,0,2023,2,12,6,1,225.0,234.0,207.0,172.0,186.0,177.8
2023-02-12,P002,S002,194,48500,0,0,2023,2,12,6,1,250.0,215.0,224.0,195.0,211.57142857142856,207.86666666666667
2023-02-12,P002,S003,147,36750,0,0,2023,2,12,6,1,195.0,214.0,172.0,161.0,175.71428571428572,163.83333333333334
2023-02-12,P003,S001,110,16500,0,0,2023,2,12,6,1,151.0,159.0,106.0,104.0,131.85714285714286,120.03333333333332
2023-02-12,P003,S002,140,21000,0,0,2023,2,12,6,1,131.0,159.0,134.0,151.0,138.14285714285714,138.83333333333334
2023-02-12,P003,S003,114,17100,0,0,2023,2,12,6,1,119.0,115.0,137.0,106.0,114.42857142857144,109.1
2023-02-12,P004,S001,213,63900,0,0,2023,2,12,6,1,211.0,297.0,224.0,224.0,220.28571428571428,216.36666666666667
2023-02-12,P004,S002,212,63600,0,0,2023,2,12,6,1,265.0,269.0,237.0,253.0,258.1428571428572,252.63333333333333
2023-02-12,P004,S003,230,69000,1,0,2023,2,12,6,1,263.0,208.0,202.0,193.0,201.7142857142857,195.36666666666667
2023-02-12,P005,S001,157,28260,0,0,2023,2,12,6,1,191.0,153.0,164.0,141.0,154.28571428571428,156.26666666666668
2023-02-12,P005,S002,187,33660,0,0,2023,2,12,6,1,195.0,176.0,179.0,217.0,184.8571428571429,178.36666666666667
2023-02-12,P005,S003,163,29340,0,0,2023,2,12,6,1,150.0,146.0,144.0,123.0,145.14285714285714,140.1
2023-02-13,P001,S001,117,23400,0,0,2023,2,13,0,1,163.0,129.0,153.0,142.0,143.14285714285714,142.66666666666666
2023-02-13,P001,S002,165,33000,0,0,2023,2,13,0,1,217.0,169.0,195.0,180.0,184.14285714285717,169.73333333333332
2023-02-13,P001,S003,128,25600,0,0,2023,2,13,0,1,179.0,121.0,139.0,136.0,135.85714285714286,127.73333333333332
2023-02-13,P002,S001,201,50250,1,0,2023,2,13,0,1,184.0,161.0,144.0,189.0,178.85714285714286,178.2
2023-02-13,P002,S002,243,60750,1,0,2023,2,13,0,1,194.0,212.0,194.0,229.0,208.57142857142856,207.83333333333331
2023-02-13,P002,S003,151,37750,0,0,2023,2,13,0,1,147.0,168.0,134.0,161.0,166.14285714285714,163.36666666666667
2023-02-13,P003,S001,119,17850,0,0,2023,2,13,0,1,110.0,136.0,119.0,153.0,124.85714285714286,120.23333333333332
2023-02-13,P003,S002,122,18300,0,0,2023,2,13,0,1,140.0,125.0,128.0,141.0,135.42857142857142,138.46666666666667
2023-02-13,P003,S003,94,14100,0,0,2023,2,13,0,1,114.0,122.0,99.0,107.0,114.28571428571428,109.36666666666666
2023-02-13,P004,S001,208,62400,1,0,2023,2,13,0,1,213.0,204.0,208.0,206.0,208.28571428571428,216.0
2023-02-13,P004,S002,243,72900,0,0,2023,2,13,0,1,212.0,219.0,229.0,282.0,250.0,251.26666666666668
2023-02-13,P004,S003,175,52500,0,0,2023,2,13,0,1,230.0,185.0,185.0,190.0,204.8571428571429,196.6
2023-02-13,P005,S001,129,23220,0,0,2023,2,13,0,1,157.0,146.0,169.0,166.0,154.85714285714286,156.8
2023-02-13,P005,S002,157,28260,0,0,2023,2,13,0,1,187.0,160.0,213.0,175.0,186.42857142857144,177.36666666666667
2023-02-13,P005,S003,139,25020,0,0,2023,2,13,0,1,163.0,143.0,119.0,124.0,147.57142857142858,141.43333333333334
2023-02-14,P001,S001,138,27600,0,0,2023,2,14,1,1,117.0,143.0,139.0,120.0,141.42857142857142,141.83333333333334
2023-02-14,P001,S002,145,29000,0,0,2023,2,14,1,1,165.0,160.0,183.0,202.0,183.57142857142856,169.23333333333332
2023-02-14,P001,S003,164,32800,1,0,2023,2,14,1,1,128.0,115.0,121.0,136.0,136.85714285714286,127.46666666666668
2023-02-14,P002,S001,170,42500,0,0,2023,2,14,1,1,201.0,195.0,139.0,199.0,184.57142857142856,178.6
2023-02-14,P002,S002,204,51000,0,0,2023,2,14,1,1,243.0,242.0,182.0,244.0,213.0,208.3
2023-02-14,P002,S003,155,38750,0,0,2023,2,14,1,1,151.0,146.0,136.0,188.0,163.71428571428572,163.03333333333333
2023-02-14,P003,S001,133,19950,1,0,2023,2,14,1,1,119.0,148.0,91.0,146.0,122.42857142857144,119.1
2023-02-14,P003,S002,135,20250,0,0,2023,2,14,1,1,122.0,132.0,112.0,124.0,135.0,137.83333333333334
